station,split,score
245,9,1.6948583476857169
246,0,2.023329104129455
246,1,3.132566165386352
246,2,1.7004386828264904
246,3,2.1248886787729773
246,4,2.0005995711596967
246,5,1.8082585599815355
246,6,2.037875931719122
246,7,1.7474623610734363
246,8,2.2171628197343964
246,9,2.4747568170066603
247,0,4.328621861638239
247,1,3.0120608374669016
247,2,2.934088386634668
247,3,2.7928619329827846
247,4,1.8616031238317874
247,5,1.8459224843433395
247,6,2.393944037989838
247,7,3.12929116071318
247,8,2.4944077924466437
247,9,2.299157681312629
248,0,3.309277829800248
248,1,6.276908628512747
248,2,5.339077793519538
248,3,3.4647521173268365
248,4,5.356635862654306
248,5,4.153402515257241
248,6,3.566391703345942
248,7,3.026271321419642
248,8,3.2477592748112496
248,9,2.729860940170286
249,0,8.46658075378866
249,1,4.978168287245944
249,2,2.7204102204968788
249,3,4.877680842511369
249,4,7.060896837222218
249,5,2.720293285050959
249,6,3.280034813324788
249,7,1.9455130043284565
249,8,1.9174890867577128
249,9,1.7187555666514451
250,0,3.9864559545559715
250,1,7.8873171621652824
250,2,3.2383301407663123
250,3,4.905070967569366
250,4,3.192265774553175
250,5,2.816957221894308
250,6,2.11839245526235
250,7,2.4074929025897944
250,8,2.8925039507787846
250,9,3.265616944830928
251,0,2.2116958066091827
251,1,2.5621400371676324
251,2,2.2164983103148925
251,3,1.740663398224651
251,4,2.212629164910481
251,5,9.800240527540463
251,6,3.0648353811478395
251,7,1.6959790088407964
251,8,0.9763406563071378
251,9,1.8710510186464173
252,0,2.493837004907336
252,1,1.7257184555119485
252,2,3.7182619801536165
252,3,2.015088551125704
252,4,1.6926788446578487
252,5,2.2681153544642636
252,6,3.316104666518899
252,7,2.5649309728722507
252,8,1.7142011818693628
252,9,2.31434564063028
253,0,3.029895135911102
253,1,3.0680304518890167
253,2,2.1538063256896565
253,3,2.6059619192984247
253,4,2.823973247771902
253,5,4.333446203818157
253,6,1.7834366106225699
253,7,2.5702944454522085
253,8,1.7427507300351204
253,9,2.441022795769122
254,0,4.148132624955111
254,1,4.660759234992665
254,2,3.576614006904626
254,3,4.069794111233694
254,4,3.3491062932112707
254,5,3.9600574435896387
254,6,2.974576028806643
254,7,3.1181566803875844
254,8,1.9565494886003834
254,9,3.0960802174147872
255,0,5.394485313076804
255,1,6.266776649387362
255,2,2.5130333669278677
255,3,3.7271039861800226
255,4,2.9708807669388175
255,5,3.9524041103569467
255,6,2.653621932817228
255,7,3.524975175556927
255,8,2.4806560762017558
255,9,1.6560817746249374
256,0,5.230566540312556
256,1,3.0344072956989017
256,2,1.9515653435557325
256,3,2.2671358491168663
256,4,3.921235185058013
256,5,1.9987966762953349
256,6,2.795574610057266
256,7,2.1241059831427727
256,8,1.3597822502976864
256,9,1.8073963987618153
257,0,3.791934442407319
257,1,4.404259948600704
257,2,2.591218695237352
257,3,2.306369633569349
257,4,2.6318345584160205
257,5,2.9349985792824036
257,6,2.453094554607432
257,7,3.813345569178536
257,8,1.9854337726970785
257,9,2.283620759274935
258,0,2.5270913591582906
258,1,1.9708404830888477
258,2,2.9612012290676493
258,3,4.2104545635166994
258,4,2.8267148606699015
258,5,2.4208572488641806
258,6,2.9762116594506285
258,7,2.0284543876850805
258,8,2.8822753402214905
258,9,2.569155477986744
259,0,3.314600957160584
259,1,1.886207573137602
259,2,2.918298240960602
259,3,2.276248992800376
259,4,3.2604738573802803
259,5,2.2712019883335017
259,6,2.0700895445762786
259,7,1.7440633858571972
259,8,1.5269484157843274
259,9,1.6050685613587248
260,0,2.7492575787705094
260,1,2.826256703467719
260,2,2.757141970331054
260,3,2.703742669704205
260,4,2.7159664751765895
260,5,2.8629043258710043
260,6,2.3145488370006833
260,7,2.5768101269570347
260,8,2.9192925883818086
260,9,3.73742102436935
261,0,3.594554363848564
261,1,2.9982386564697183
261,2,2.153182564573869
261,3,2.695412032220547
261,4,2.570655972324618
261,5,2.0248623053302293
261,6,2.1474025389084908
261,7,1.8065614386555573
261,8,1.6164111401586039
261,9,2.7750957192581067
262,0,1.2582956990613368
262,1,1.844458755981016
262,2,1.811076173361434
262,3,1.5052157517081948
262,4,2.0859152129598386
262,5,2.52709916611139
262,6,1.781492646840225
262,7,1.650445332439532
262,8,1.9863921691231143
262,9,1.8204007471670667
263,0,3.3372586952371783
263,1,3.5976974537085713
263,2,2.5971457681015293
263,3,3.8446843123115024
263,4,3.723386995221389
263,5,1.516864234936064
263,6,2.5858204327471506
263,7,2.6754886602990746
263,8,2.2307669364673357
263,9,2.6636765386034216
264,0,3.3730127096735187
264,1,1.9329677032206154
264,2,2.774630486143069
264,3,2.2207676330379327
264,4,1.788567982950942
264,5,3.3234031686819394
264,6,2.4962237138279924
264,7,1.728989349534602
264,8,2.1593707610703476
264,9,1.3934803325282954
265,0,0.8631290617993271
265,1,2.9997820116504097
265,2,1.9734224134204035
265,3,1.4369871786862922
265,4,1.7762138278195774
265,5,0.9708898413260859
265,6,1.773468308921384
265,7,1.0036487551167055
265,8,1.4269171436258241
265,9,7.559081116494297
266,0,2.542875574182142
266,1,1.7078701066467887
266,2,2.7283311134964103
266,3,4.9533064756163325
266,4,2.1925268370185025
266,5,1.6443106282785067
266,6,2.017042476665326
266,7,1.4956581587733704
266,8,1.6528165649704387
266,9,1.2454232321408725
267,0,5.382624029511973
267,1,2.279670685281573
267,2,10.116739155794168
267,3,7.363425236535338
267,4,3.1931368651083485
267,5,1.355478395112054
267,6,1.6231533520854404
267,7,2.235265589034699
267,8,1.900161777892021
267,9,1.8031746632867511
268,0,3.382664976591665
268,1,3.6018570477289718
268,2,4.255223672186561
268,3,1.9811369480561307
268,4,3.873077355015583
268,5,2.1617231856104078
268,6,2.726596605006783
268,7,2.32602051011961
268,8,2.823622491637429
268,9,2.3733378841674964
269,0,9.738765600070941
269,1,5.683766198048481
269,2,3.244234184042082
269,3,2.5384969160175395
269,4,2.202991450720582
269,5,3.911203368284794
269,6,2.291099110229501
269,7,2.333309649243559
269,8,1.9996037167619372
269,9,1.4676586309894801
270,0,1.698101096957072
270,1,6.8896445797816535
270,2,2.001237239252383
270,3,1.5869435186486824
270,4,3.174495382781217
270,5,2.43453694608297
270,6,5.936811831075576
270,7,1.9908391828690852
270,8,2.833229343734326
270,9,1.8185952072179483
271,0,4.288283740691974
271,1,3.6371070987657363
271,2,2.9603498657790763
271,3,2.428175955159803
271,4,4.1153452495712655
271,5,1.6706884083835714
271,6,2.771540257331177
271,7,1.5835727137611029
271,8,2.3989809204404318
271,9,2.0839845583438374
272,0,2.231595618464074
272,1,2.150609194334507
272,2,1.1769877364520507
272,3,1.0894879785607114
272,4,2.4632070698447053
272,5,0.8238214689782559
272,6,4.714872392663381
272,7,1.5786430743045694
272,8,1.6945102521718454
272,9,0.8912970316495756
273,0,4.514586055913678
273,1,3.0509961777067196
273,2,1.1080941125777903
273,3,2.62539660466249
273,4,1.5533038053336707
273,5,2.7054635266082485
273,6,3.062467049195254
273,7,2.0647664313824
273,8,1.680903476359718
273,9,1.7867111738366048
274,0,2.405319149086548
274,1,4.419499273479081
274,2,1.2183435246394818
274,3,1.7546433707199827
274,4,3.5950738043018604
274,5,1.1537409630511042
274,6,2.807810281663739
274,7,3.085873983723294
274,8,1.4116875428503874
274,9,2.8830746743040194
275,0,5.418998986252084
275,1,1.9529038988917249
275,2,1.9081416292752822
275,3,1.41335923162337
275,4,2.131340789935971
275,5,5.863518109945136
275,6,2.0695368090833552
275,7,3.0268403308967686
275,8,1.4185883491714766
275,9,1.2532181299655674
