station,split,score
209,7,2.2517020553072205
209,8,1.5651934558521792
209,9,2.896837393303858
210,0,1.373134328358209
210,1,2.179105666928308
210,2,1.7801970786859806
210,3,1.1437907049782743
210,4,1.4853314018781871
210,5,1.7255244930048077
210,6,2.0665015387662082
210,7,2.929057660733536
210,8,1.4656835198875806
210,9,2.997874967602565
211,0,1.0298507462686568
211,1,1.2559696647174334
211,2,1.2282884743645963
211,3,1.362856873935584
211,4,1.8226121126010792
211,5,2.125781444892052
211,6,1.3914753090883896
211,7,1.3394584861038608
211,8,1.9214926015040177
211,9,1.9936762306904536
212,0,4.388059701492537
212,1,3.9245184644548416
212,2,5.922532759871445
212,3,3.7673478992880907
212,4,2.5619532145753627
212,5,4.119966452548622
212,6,1.986397314715527
212,7,4.361006674023307
212,8,2.178317663241486
212,9,2.2692413148618527
213,0,3.1791044776119404
213,1,2.834964113858703
213,2,2.1884787108905237
213,3,2.2501557029273878
213,4,1.6034548966325994
213,5,2.0602719648071823
213,6,1.7255185062268992
213,7,3.3341728181031747
213,8,2.35254423314965
213,9,3.2104923671933867
214,0,6.843283582089552
214,1,5.055177340662688
214,2,4.360015344635097
214,3,3.773447866533673
214,4,3.913344991302187
214,5,3.850179129974767
214,6,3.5726740680277516
214,7,3.0092206796503382
214,8,2.719401172500705
214,9,2.870930151160796
215,0,6.052238805970149
215,1,9.907458739693679
215,2,3.584088816010551
215,3,2.7530376152999945
215,4,4.054988402559437
215,5,3.521034620835065
215,6,2.958082979620606
215,7,2.9338288499575005
215,8,2.1321179170305786
215,9,2.8942447070954476
216,0,3.6417910447761193
216,1,2.9871794253498316
216,2,5.568622034429366
216,3,3.8434104243665863
216,4,3.726290197708321
216,5,3.8807350007145587
216,6,2.007147868550757
216,7,3.2187121500125504
216,8,2.8369570994638083
216,9,2.727023450134528
217,0,4.940298507462686
217,1,3.5978829469234355
217,2,3.12155653029892
217,3,4.324729182864285
217,4,3.5292810319904038
217,5,2.9988348236304394
217,6,2.6238980355410617
217,7,3.021918987740793
217,8,2.7644873701881254
217,9,3.8800665504467804
218,0,6.432835820895522
218,1,4.254917874438085
218,2,3.5201428263325583
218,3,3.5208432619968337
218,4,3.985150770570695
218,5,4.715270380951281
218,6,3.69138544391929
218,7,3.1753577860423503
218,8,3.2508503532818653
218,9,3.1013826170001173
219,0,4.208955223880597
219,1,2.977170595516123
219,2,2.675367813081306
219,3,3.3234493497181083
219,4,2.6690367132351747
219,5,2.553810280993197
219,6,1.904365385634297
219,7,5.814444578525746
219,8,3.7788176984213115
219,9,3.2939233587132577
220,0,3.5671641791044775
220,1,4.687602000126508
220,2,3.0756166149985242
220,3,3.064060208061855
220,4,2.576308642664107
220,5,2.04572091592368
220,6,2.575404593476738
220,7,3.355783086133593
220,8,2.752141064579694
220,9,3.088531198312361
221,0,4.432835820895522
221,1,5.240868689840612
221,2,2.4815550315546306
221,3,2.6147070301860538
221,4,3.4491814074669693
221,5,2.451151402626384
221,6,2.4294574958791784
221,7,3.2257341890964066
221,8,2.215429848408126
221,9,2.9033804568833625
222,0,6.432835820895522
222,1,4.272647227112856
222,2,3.7675778315616135
222,3,2.943589044951098
222,4,2.9893438127638547
222,5,2.709778006324993
222,6,2.454995434317975
222,7,2.5261899563386834
222,8,1.8730377339174076
222,9,1.942798646425184
223,0,2.716417910447761
223,1,10.139045297199592
223,2,6.268519998199462
223,3,3.779257197055225
223,4,2.7952791644188517
223,5,2.344597049428208
223,6,3.550982724160658
223,7,5.134768310114225
223,8,4.406056479267755
223,9,3.2746057168054725
224,0,5.104477611940299
224,1,5.654989615242546
224,2,3.433827051055528
224,3,4.143609116656719
224,4,3.524949511905318
224,5,3.544512799719855
224,6,3.953828956882806
224,7,3.3849504958071575
224,8,3.8381393446735155
224,9,2.9198425425940466
225,0,3.537313432835821
225,1,2.7071067723424944
225,2,2.3981566886122705
225,3,1.7837948795401866
225,4,4.33790693988646
225,5,2.795453039353375
225,6,1.9940335966351315
225,7,2.870516861704872
225,8,2.315701299360377
225,9,2.530687205458632
226,0,4.3059701492537314
226,1,2.5781045812806496
226,2,2.3238354763702778
226,3,3.4650234977345815
226,4,2.328711616459422
226,5,8.342671797002609
226,6,4.950202967039605
226,7,4.138904719997692
226,8,3.8723915004855316
226,9,3.5403650768855965
227,0,3.970149253731343
227,1,2.1127950694093887
227,2,1.5235307203082191
227,3,2.8822756158575453
227,4,2.1053940205726844
227,5,1.598011389048181
227,6,2.106756110469198
227,7,3.0399873581029846
227,8,2.34912154046247
227,9,1.6664818463185673
228,0,9.373134328358208
228,1,8.5949086713242
228,2,7.028429558715567
228,3,4.318402058274245
228,4,3.6963724453800184
228,5,4.252684152299932
228,6,2.831169528790122
228,7,5.459212156159713
228,8,5.01977711495553
228,9,3.9642395824900554
229,0,5.865671641791045
229,1,6.328457014312261
229,2,5.232948870778627
229,3,3.683463222775811
229,4,4.746785437762701
229,5,4.278946142734781
229,6,3.930810009753187
229,7,2.8247886895256413
229,8,2.9880308942807505
229,9,3.333797880433794
230,0,11.64179104477612
230,1,12.360927224736615
230,2,4.6885083223466495
230,3,5.780191440096414
230,4,5.943324288977989
230,5,4.282365919853932
230,6,3.7991434148929275
230,7,4.415613148654214
230,8,4.050256279250807
230,9,4.621701886131364
231,0,6.417910447761194
231,1,6.133292032828361
231,2,4.242429011252558
231,3,3.9749915358226886
231,4,3.6814138745714144
231,5,9.473814813192522
231,6,8.549056744692033
231,7,3.2336946982883163
231,8,3.3549266433708307
231,9,2.872469663115335
232,0,3.5522388059701493
232,1,2.331700623079858
232,2,3.3264236405799483
232,3,2.3718559657921463
232,4,3.728313304738859
232,5,3.5825202611895546
232,6,2.0912978208191784
232,7,3.4549259475126877
232,8,1.9777342581778692
232,9,2.1906032946823815
233,0,7.014925373134329
233,1,7.707744051121807
233,2,2.344901289877936
233,3,4.952707649277305
233,4,6.023573773345114
233,5,4.6769848023326315
233,6,4.450704372139434
233,7,5.668718358215604
233,8,4.985193955121968
233,9,3.9424544553451093
234,0,5.007462686567164
234,1,4.939984213827347
234,2,5.989855832849541
234,3,6.048033480952547
234,4,4.047584870951822
234,5,4.97516350623678
234,6,5.901546051058148
234,7,3.6507398259340875
234,8,3.8351299692580847
234,9,3.591053566705951
235,0,4.149253731343284
235,1,4.436781446083578
235,2,2.9802094159819945
235,3,3.0960106293563157
235,4,3.7657093370798953
235,5,2.9850393168879052
235,6,2.0389096379782092
235,7,3.1063107920086432
235,8,2.511687409920042
235,9,2.661726203195204
236,0,5.723880597014926
236,1,2.916735852764997
236,2,3.213784347933598
236,3,3.577727283259747
236,4,2.993736794157064
236,5,2.355817169763382
236,6,2.646164298038054
236,7,2.9717932362321844
236,8,2.8047280981216236
236,9,2.7340612785248717
237,0,5.67910447761194
237,1,5.8395278945441795
237,2,2.066392039794005
237,3,2.2475784760170052
237,4,3.707738056923674
237,5,2.83954880051826
237,6,2.966345975420467
237,7,2.933836635640916
237,8,2.1336205310975203
237,9,2.5728432295610846
238,0,2.716417910447761
238,1,4.348724496741875
238,2,2.567992139177273
238,3,2.1748196654729433
238,4,1.9671521095829774
238,5,2.452306673414153
238,6,2.1703053517727304
238,7,2.835338173925206
238,8,2.9526293562047234
238,9,2.303080761209015
239,0,2.417910447761194
239,1,5.358439800499168
239,2,4.257631578269493
239,3,3.1305536826452234
239,4,4.83037044390964
239,5,3.796125929894947
239,6,3.8551049801060837
239,7,3.8959032424820847
239,8,2.909696531240791
239,9,3.8655447073396734
240,0,5.2835820895522385
240,1,4.745158889150956
240,2,7.741062042066794
240,3,5.690775065978103
240,4,3.689849936029083
240,5,4.469656900968092
240,6,4.38324295657165
240,7,3.480250861853689
240,8,3.594524763957768
240,9,2.698575736988906
241,0,2.8656716417910446
241,1,5.376571444974471
241,2,2.857650201191843
241,3,2.5233583235530723
241,4,1.7267460338736644
241,5,2.935284672095733
241,6,3.0639265148773376
241,7,2.8063309708358286
241,8,1.921771618527087
241,9,2.546926303842022
242,0,2.1940298507462686
242,1,3.8059595133443973
242,2,5.2131467832158425
242,3,3.422142494619424
242,4,3.132599311740062
242,5,3.250305499274745
242,6,2.646754613611198
242,7,2.632369821800642
242,8,2.0268637286331437
242,9,2.2027285105748047
243,0,3.626865671641791
243,1,4.9665885942803065
243,2,4.387880659184743
243,3,4.064166904647794
243,4,3.5584803727379404
243,5,3.440580610570174
243,6,3.2009813413652424
243,7,4.0573427469396055
243,8,2.6678824910599266
243,9,2.9289719628957918
244,0,5.544776119402985
244,1,4.866119054036143
244,2,2.970718872202656
244,3,2.5899075054105327
244,4,4.987694917928738
244,5,2.990099100973251
244,6,3.8054454184924222
244,7,3.055285827089209
244,8,2.73225659868306
244,9,1.959302481953633
245,0,6.388059701492537
245,1,4.288310559695867
245,2,7.71544652001423
245,3,3.6653913375086757
245,4,3.873683888029413
245,5,2.1019543577078297
245,6,2.135585811936253
245,7,2.2017957203175356
245,8,3.0658996038849513
245,9,1.6721621646960547
246,0,2.7313432835820897
246,1,1.943358179510248
246,2,1.64773521668346
246,3,2.0211195578783014
246,4,1.937494059608228
246,5,1.848141241828267
246,6,1.9757168281924773
246,7,1.7794347405975115
246,8,2.2175878858065214
246,9,1.8177385008508786
247,0,4.037313432835821
247,1,2.8078630681482677
247,2,2.2042757552057313
247,3,2.3639817956999725
247,4,2.635578006153471
247,5,2.076729610024896
247,6,2.693429849696207
247,7,2.3821097065856507
247,8,1.9930635938001775
247,9,2.1231354523501698
248,0,6.925373134328358
248,1,5.238156529090535
248,2,3.225585909105826
248,3,3.3089727144207064
248,4,3.305398490946413
248,5,4.026153456394214
248,6,3.5582695281799372
248,7,2.7748899400230465
248,8,3.4127802309711783
248,9,2.929197762288265
249,0,7.462686567164179
249,1,7.205859665829848
249,2,3.076869739636207
249,3,4.094097257919058
249,4,6.035905336880522
249,5,2.8816104464942014
249,6,3.1224119305764173
249,7,1.633581304801891
249,8,2.7599938034871108
249,9,1.676667000819098
250,0,3.328358208955224
250,1,3.4976012444602103
250,2,2.3703236190539947
250,3,4.420419458918532
250,4,2.789297101160623
250,5,1.9842136099536538
250,6,2.496486473846149
250,7,1.5578458854897759
250,8,1.565372782732456
250,9,2.330762105705177
251,0,2.298507462686567
251,1,2.056006995017112
251,2,1.9202081576715255
251,3,1.7476800367412286
251,4,1.9122246123043516
251,5,9.577511623134388
251,6,4.163666205132949
251,7,2.0604529196531898
251,8,1.2537193470021997
251,9,1.832416075578236
252,0,2.044776119402985
252,1,2.583428053153187
252,2,3.285601275256765
252,3,1.857678784043936
252,4,1.8846533120206514
252,5,2.1613692092039294
252,6,2.534563321277244
252,7,1.9089396652746693
252,8,1.386119231673084
252,9,2.51337205947091
253,0,3.1791044776119404
253,1,3.047064497619649
253,2,2.486469392098314
253,3,2.964013959735807
253,4,2.8926352585017123
253,5,3.4735171766424457
253,6,1.9703164625135874
253,7,2.422177176943248
253,8,1.892048448252409
253,9,2.33996713217876
254,0,3.1641791044776117
254,1,4.5632653285090665
254,2,2.9861978567810787
254,3,3.463966362550076
254,4,3.5896126759569347
254,5,4.804628867609495
254,6,2.9357041672610156
254,7,3.759423817447266
254,8,1.6830760424480886
254,9,3.294525082627348
255,0,4.962686567164179
255,1,5.3476137323881305
255,2,2.6495721303477042
255,3,3.8312418237879844
255,4,2.870464305866402
255,5,3.3007511552461843
255,6,3.003689368703522
255,7,3.5238112506406165
255,8,2.269117043461736
255,9,2.016484537713493
256,0,7.149253731343284
256,1,2.483226658163205
256,2,1.4971544765590161
256,3,1.9318855041501792
256,4,3.2925909207639488
256,5,1.9520678206501387
256,6,2.2504786275138664
256,7,1.5463135953789244
256,8,1.4918201206198438
256,9,1.7450837446198448
257,0,3.470149253731343
257,1,2.5991923000332227
257,2,2.3782845823976464
257,3,2.2994557393400417
257,4,2.334115751675121
257,5,2.817915378405229
257,6,1.9931456723978913
257,7,2.9324281908839267
257,8,1.7763449709738215
257,9,2.341045432271919
258,0,1.7761194029850746
258,1,1.4946402429357677
258,2,2.9695666507887024
258,3,4.828939834835454
258,4,2.9535759834992774
258,5,2.163122997953629
258,6,2.396933993410538
258,7,1.7916802027062024
258,8,2.899700979680507
258,9,2.3695721360468425
259,0,4.223880597014926
259,1,1.5908436358675833
259,2,2.922879976131009
259,3,2.0027103640839856
259,4,3.3522239742159816
259,5,1.93148862629829
259,6,1.7850530272024618
259,7,1.549748618630033
259,8,0.9722219811122081
259,9,1.6664033184029932
260,0,3.3582089552238807
260,1,2.641142825322261
260,2,2.4369583118232128
260,3,2.493055181820186
260,4,2.7239512150885288
260,5,2.3465437942894263
260,6,1.8544902470369458
260,7,2.0712982574487584
260,8,2.046884505778309
260,9,3.4779327289808664
261,0,3.8656716417910446
261,1,2.564640757296651
261,2,2.188954000152982
261,3,2.9770363785790113
261,4,2.67256988467023
261,5,1.848673283201397
261,6,2.1487934718533372
261,7,2.4238001354956062
261,8,1.6567545340242937
261,9,2.8109838562218052
262,0,1.3507462686567164
262,1,1.641795802041592
262,2,1.5370021708746602
262,3,1.2405317016453994
262,4,2.06596393728037
262,5,1.331834182749102
262,6,1.6434723684712205
262,7,1.5407394661974798
262,8,2.8098801249674983
262,9,2.1322804918454774
263,0,3.126865671641791
263,1,4.421350279822213
263,2,2.5373057116956326
263,3,2.896591135336647
263,4,2.393176820057841
263,5,1.4545116740777968
263,6,2.482386554664127
263,7,1.6232485127368275
263,8,1.8982863971864792
263,9,2.3630033973233164
264,0,2.343283582089552
264,1,2.297105755904869
264,2,2.8192219543010766
264,3,1.5966452902699544
264,4,2.4229455880207866
264,5,2.7717622739091627
264,6,1.8839134253758223
264,7,1.493138721241912
264,8,1.7187347605211394
264,9,1.2462610421780758
265,0,0.6417910447761194
265,1,2.91044776119403
265,2,1.1303315406354884
265,3,1.3075354375526476
265,4,1.3129036466730146
265,5,0.9389889369721256
265,6,2.103520205014473
265,7,0.758733752872962
265,8,1.4695496015085172
265,9,9.478655328084788
266,0,2.582089552238806
266,1,2.157932631115505
266,2,5.16156824099389
266,3,3.5743642145982317
266,4,2.2958608433707797
266,5,1.081529290933712
266,6,1.8624051792113696
266,7,1.4018531235893996
266,8,1.2946172132014606
266,9,1.3565414420721116
267,0,4.977611940298507
267,1,2.991755478589049
267,2,7.245990497727364
267,3,3.8338396387746267
267,4,3.1451854438782942
267,5,1.5608879245344076
267,6,1.4257053579408998
267,7,1.591286256353247
267,8,1.5089345712800177
267,9,1.632372357460347
268,0,2.3134328358208953
268,1,3.5223852920029635
268,2,4.901988604605271
268,3,2.0212704729915867
268,4,3.4853813370238793
268,5,1.8033049401581258
268,6,2.2073953704109
268,7,1.8972092219004482
268,8,2.5118034046488797
268,9,2.107158479826574
269,0,10.776119402985074
269,1,2.5615361993748067
269,2,2.040426938986915
269,3,1.4163957105536142
269,4,2.1169069927795108
269,5,2.961912038966367
269,6,1.8763450947685882
269,7,1.7528111121875112
269,8,1.7250170512480463
269,9,1.3183486800035207
270,0,2.208955223880597
270,1,7.729496222583032
270,2,1.5934215175325355
270,3,1.513680445160265
270,4,1.5216004204027669
270,5,1.9074782209969223
270,6,4.956136004385596
270,7,1.8196369658231275
270,8,2.257915533221123
270,9,1.5749929220163281
271,0,6.91044776119403
271,1,5.909702076580337
271,2,3.2801495744172535
271,3,2.3862076334710376
271,4,3.8588560056421977
271,5,1.8628567708881854
271,6,2.6943056555091154
271,7,1.3436385884744753
271,8,2.2433914609874117
271,9,2.203910354739429
272,0,0.8507462686567164
272,1,2.0756408324505387
272,2,1.168981715227317
272,3,1.4409383666401216
272,4,2.079494315386897
272,5,0.9220647126560638
272,6,4.6443987127506885
272,7,2.211150411494385
272,8,1.2032540006807328
272,9,0.9552110712175426
273,0,5.111940298507463
273,1,2.8918770253445234
273,2,0.9516619027498273
273,3,1.9077135489901866
273,4,1.7563416691263836
273,5,1.9292169553170655
273,6,2.587103801626187
273,7,2.655850310129748
273,8,1.7740273921130907
273,9,1.5584958846197552
274,0,1.626865671641791
274,1,5.791103288381346
274,2,1.6530319155693283
274,3,1.2426308795444523
274,4,3.5765937605717926
274,5,0.9583119419485718
274,6,3.2647153485884424
274,7,1.5212006744621034
274,8,1.7403876191688448
274,9,2.1135957020217493
275,0,3.41044776119403
275,1,2.0031587355845666
275,2,1.8267400921385193
275,3,1.4037520115503377
275,4,1.5733234628837023
275,5,5.151922900635735
275,6,2.0275518253160683
275,7,1.9501465232378266
275,8,1.1070687535356534
275,9,1.283999161866008
