station,split,score
216,8,3.4776119402985075
216,9,2.985074626865672
217,0,3.656716417910448
217,1,3.5970149253731343
217,2,2.985074626865672
217,3,4.641791044776119
217,4,3.8955223880597014
217,5,2.8358208955223883
217,6,3.9029850746268657
217,7,3.253731343283582
217,8,2.7611940298507465
217,9,4.268656716417911
218,0,4.0
218,1,4.388059701492537
218,2,3.955223880597015
218,3,3.4776119402985075
218,4,3.201492537313433
218,5,6.440298507462686
218,6,3.4925373134328357
218,7,3.7313432835820897
218,8,3.791044776119403
218,9,4.067164179104478
219,0,4.507462686567164
219,1,2.9402985074626864
219,2,2.6791044776119404
219,3,2.985074626865672
219,4,2.388059701492537
219,5,2.6417910447761193
219,6,2.8059701492537314
219,7,5.970149253731344
219,8,4.567164179104478
219,9,4.522388059701493
220,0,4.17910447761194
220,1,3.4776119402985075
220,2,3.455223880597015
220,3,3.1194029850746268
220,4,2.8208955223880596
220,5,1.8955223880597014
220,6,2.5970149253731343
220,7,3.671641791044776
220,8,3.4029850746268657
220,9,3.4477611940298507
221,0,5.373134328358209
221,1,3.5522388059701493
221,2,3.0970149253731343
221,3,2.5970149253731343
221,4,4.029850746268656
221,5,2.7686567164179103
221,6,3.074626865671642
221,7,3.753731343283582
221,8,2.4925373134328357
221,9,3.0597014925373136
222,0,4.8059701492537314
222,1,4.029850746268656
222,2,5.276119402985074
222,3,3.9477611940298507
222,4,3.611940298507463
222,5,3.014925373134328
222,6,2.582089552238806
222,7,3.7611940298507465
222,8,2.529850746268657
222,9,2.417910447761194
223,0,2.9402985074626864
223,1,11.014925373134329
223,2,2.925373134328358
223,3,2.7611940298507465
223,4,3.7611940298507465
223,5,2.014925373134328
223,6,4.865671641791045
223,7,4.970149253731344
223,8,4.686567164179104
223,9,4.776119402985074
224,0,5.1940298507462686
224,1,5.134328358208955
224,2,4.567164179104478
224,3,3.574626865671642
224,4,4.2835820895522385
224,5,3.537313432835821
224,6,4.6716417910447765
224,7,3.5970149253731343
224,8,4.358208955223881
224,9,3.1865671641791047
225,0,4.552238805970149
225,1,2.373134328358209
225,2,2.970149253731343
225,3,2.41044776119403
225,4,3.8358208955223883
225,5,2.5522388059701493
225,6,2.7238805970149254
225,7,2.388059701492537
225,8,1.7462686567164178
225,9,3.1641791044776117
226,0,4.119402985074627
226,1,2.3582089552238807
226,2,2.388059701492537
226,3,3.6865671641791047
226,4,2.701492537313433
226,5,10.074626865671641
226,6,3.925373134328358
226,7,4.537313432835821
226,8,6.2835820895522385
226,9,4.791044776119403
227,0,2.671641791044776
227,1,1.8208955223880596
227,2,1.4402985074626866
227,3,2.9402985074626864
227,4,3.8358208955223883
227,5,1.6119402985074627
227,6,1.8208955223880596
227,7,2.0597014925373136
227,8,2.1791044776119404
227,9,1.3432835820895523
228,0,8.791044776119403
228,1,6.3283582089552235
228,2,7.223880597014926
228,3,4.3059701492537314
228,4,4.059701492537314
228,5,5.388059701492537
228,6,2.9402985074626864
228,7,5.7388059701492535
228,8,6.373134328358209
228,9,4.253731343283582
229,0,4.529850746268656
229,1,5.134328358208955
229,2,5.492537313432836
229,3,4.7164179104477615
229,4,4.507462686567164
229,5,4.8059701492537314
229,6,3.91044776119403
229,7,3.5223880597014925
229,8,4.149253731343284
229,9,3.4477611940298507
230,0,8.514925373134329
230,1,16.865671641791046
230,2,3.91044776119403
230,3,5.507462686567164
230,4,7.0
230,5,6.313432835820896
230,6,5.388059701492537
230,7,4.880597014925373
230,8,6.343283582089552
230,9,6.350746268656716
231,0,5.343283582089552
231,1,10.253731343283581
231,2,3.283582089552239
231,3,3.283582089552239
231,4,4.223880597014926
231,5,9.701492537313433
231,6,15.134328358208956
231,7,4.492537313432836
231,8,4.268656716417911
231,9,3.7238805970149254
232,0,3.7611940298507465
232,1,6.492537313432836
232,2,3.298507462686567
232,3,2.1940298507462686
232,4,4.567164179104478
232,5,2.1641791044776117
232,6,2.298507462686567
232,7,3.8805970149253732
232,8,3.328358208955224
232,9,2.417910447761194
233,0,10.477611940298507
233,1,9.462686567164178
233,2,2.4029850746268657
233,3,7.507462686567164
233,4,8.365671641791044
233,5,7.358208955223881
233,6,14.0
233,7,6.686567164179104
233,8,8.552238805970148
233,9,9.194029850746269
234,0,4.985074626865671
234,1,4.865671641791045
234,2,4.955223880597015
234,3,5.798507462686567
234,4,5.7164179104477615
234,5,5.955223880597015
234,6,6.731343283582089
234,7,4.052238805970149
234,8,5.388059701492537
234,9,3.3955223880597014
235,0,4.470149253731344
235,1,3.7761194029850746
235,2,2.8507462686567164
235,3,3.4776119402985075
235,4,3.7761194029850746
235,5,3.4925373134328357
235,6,2.029850746268657
235,7,3.4776119402985075
235,8,2.8507462686567164
235,9,3.343283582089552
236,0,6.880597014925373
236,1,2.208955223880597
236,2,3.1343283582089554
236,3,3.8507462686567164
236,4,3.0
236,5,2.7761194029850746
236,6,2.8059701492537314
236,7,3.5671641791044775
236,8,2.5597014925373136
236,9,2.4925373134328357
237,0,6.388059701492537
237,1,7.447761194029851
237,2,2.970149253731343
237,3,3.1940298507462686
237,4,4.156716417910448
237,5,2.8955223880597014
237,6,4.08955223880597
237,7,3.0597014925373136
237,8,2.5671641791044775
237,9,3.0597014925373136
238,0,3.3358208955223883
238,1,2.9402985074626864
238,2,2.3134328358208953
238,3,2.5223880597014925
238,4,2.014925373134328
238,5,2.791044776119403
238,6,2.5522388059701493
238,7,3.08955223880597
238,8,3.298507462686567
238,9,2.4328358208955225
239,0,2.5970149253731343
239,1,5.313432835820896
239,2,6.17910447761194
239,3,3.1791044776119404
239,4,4.82089552238806
239,5,4.059701492537314
239,6,2.970149253731343
239,7,3.8059701492537314
239,8,3.671641791044776
239,9,4.686567164179104
240,0,5.313432835820896
240,1,4.955223880597015
240,2,5.552238805970149
240,3,10.238805970149254
240,4,5.388059701492537
240,5,3.7761194029850746
240,6,5.186567164179104
240,7,4.2611940298507465
240,8,4.268656716417911
240,9,2.7388059701492535
241,0,5.641791044776119
241,1,3.6044776119402986
241,2,3.746268656716418
241,3,3.1641791044776117
241,4,2.08955223880597
241,5,3.2388059701492535
241,6,4.074626865671642
241,7,3.4776119402985075
241,8,2.8656716417910446
241,9,2.8208955223880596
242,0,2.462686567164179
242,1,5.059701492537314
242,2,4.552238805970149
242,3,4.022388059701493
242,4,3.074626865671642
242,5,3.388059701492537
242,6,2.8358208955223883
242,7,3.4029850746268657
242,8,3.0597014925373136
242,9,2.962686567164179
243,0,5.014925373134329
243,1,4.567164179104478
243,2,5.067164179104478
243,3,9.522388059701493
243,4,4.014925373134329
243,5,3.656716417910448
243,6,4.298507462686567
243,7,4.597014925373134
243,8,3.5597014925373136
243,9,3.2388059701492535
244,0,6.0
244,1,4.313432835820896
244,2,4.2611940298507465
244,3,4.0
244,4,4.223880597014926
244,5,2.8955223880597014
244,6,3.417910447761194
244,7,3.3582089552238807
244,8,3.1044776119402986
244,9,2.0074626865671643
245,0,6.2835820895522385
245,1,6.447761194029851
245,2,6.8059701492537314
245,3,4.358208955223881
245,4,2.955223880597015
245,5,1.9402985074626866
245,6,2.5671641791044775
245,7,1.8507462686567164
245,8,3.3582089552238807
245,9,1.8208955223880596
246,0,2.253731343283582
246,1,2.2686567164179103
246,2,1.7164179104477613
246,3,2.1791044776119404
246,4,2.4477611940298507
246,5,1.6119402985074627
246,6,1.8805970149253732
246,7,1.835820895522388
246,8,2.5970149253731343
246,9,1.8955223880597014
247,0,2.8805970149253732
247,1,3.343283582089552
247,2,3.4029850746268657
247,3,2.1791044776119404
247,4,2.4776119402985075
247,5,1.7611940298507462
247,6,3.298507462686567
247,7,3.537313432835821
247,8,2.4925373134328357
247,9,2.8208955223880596
248,0,8.059701492537313
248,1,6.1940298507462686
248,2,3.955223880597015
248,3,3.716417910447761
248,4,3.6194029850746268
248,5,3.9776119402985075
248,6,4.940298507462686
248,7,4.059701492537314
248,8,3.7761194029850746
248,9,3.3134328358208953
249,0,6.865671641791045
249,1,9.626865671641792
249,2,3.156716417910448
249,3,5.574626865671642
249,4,8.208955223880597
249,5,3.917910447761194
249,6,7.052238805970149
249,7,4.074626865671642
249,8,5.813432835820896
249,9,6.850746268656716
250,0,5.029850746268656
250,1,2.328358208955224
250,2,2.582089552238806
250,3,4.619402985074627
250,4,2.626865671641791
250,5,2.671641791044776
250,6,2.4776119402985075
250,7,2.388059701492537
250,8,2.298507462686567
250,9,2.3134328358208953
251,0,2.1940298507462686
251,1,2.1641791044776117
251,2,2.3358208955223883
251,3,1.4253731343283582
251,4,2.1044776119402986
251,5,10.029850746268657
251,6,1.9104477611940298
251,7,1.4179104477611941
251,8,1.3880597014925373
251,9,2.1194029850746268
252,0,2.1417910447761193
252,1,1.9402985074626866
252,2,3.746268656716418
252,3,2.2686567164179103
252,4,2.253731343283582
252,5,1.8656716417910448
252,6,2.1194029850746268
252,7,2.2388059701492535
252,8,1.6865671641791045
252,9,2.7313432835820897
253,0,4.432835820895522
253,1,4.014925373134329
253,2,2.626865671641791
253,3,3.4029850746268657
253,4,3.074626865671642
253,5,3.671641791044776
253,6,3.1492537313432836
253,7,2.708955223880597
253,8,3.0597014925373136
253,9,3.2238805970149254
254,0,2.5671641791044775
254,1,4.962686567164179
254,2,4.1940298507462686
254,3,4.537313432835821
254,4,4.2388059701492535
254,5,3.1194029850746268
254,6,3.08955223880597
254,7,3.9402985074626864
254,8,2.5671641791044775
254,9,3.4925373134328357
255,0,5.313432835820896
255,1,4.925373134328358
255,2,3.2388059701492535
255,3,4.223880597014926
255,4,4.432835820895522
255,5,4.552238805970149
255,6,4.014925373134329
255,7,4.597014925373134
255,8,4.1940298507462686
255,9,3.283582089552239
256,0,5.850746268656716
256,1,3.044776119402985
256,2,2.014925373134328
256,3,2.3358208955223883
256,4,2.91044776119403
256,5,2.1492537313432836
256,6,2.3582089552238807
256,7,2.029850746268657
256,8,1.8059701492537314
256,9,2.343283582089552
257,0,4.373134328358209
257,1,2.8507462686567164
257,2,2.626865671641791
257,3,3.5522388059701493
257,4,2.343283582089552
257,5,2.582089552238806
257,6,2.1641791044776117
257,7,2.1044776119402986
257,8,1.8059701492537314
257,9,2.1492537313432836
258,0,1.7164179104477613
258,1,2.791044776119403
258,2,3.1044776119402986
258,3,4.268656716417911
258,4,4.626865671641791
258,5,2.3208955223880596
258,6,2.8955223880597014
258,7,1.9104477611940298
258,8,1.3582089552238805
258,9,2.529850746268657
259,0,1.8805970149253732
259,1,2.0597014925373136
259,2,1.7611940298507462
259,3,2.4328358208955225
259,4,2.8805970149253732
259,5,1.9253731343283582
259,6,2.5671641791044775
259,7,1.8656716417910448
259,8,1.373134328358209
259,9,1.6119402985074627
260,0,2.8656716417910446
260,1,2.746268656716418
260,2,2.6641791044776117
260,3,3.343283582089552
260,4,2.753731343283582
260,5,2.208955223880597
260,6,2.626865671641791
260,7,2.425373134328358
260,8,2.925373134328358
260,9,3.3134328358208953
261,0,4.298507462686567
261,1,2.4925373134328357
261,2,1.8805970149253732
261,3,2.716417910447761
261,4,2.985074626865672
261,5,2.417910447761194
261,6,2.08955223880597
261,7,2.8059701492537314
261,8,2.4925373134328357
261,9,3.373134328358209
262,0,1.835820895522388
262,1,1.8582089552238805
262,2,1.5820895522388059
262,3,1.373134328358209
262,4,1.7313432835820894
262,5,1.0149253731343284
262,6,1.7761194029850746
262,7,1.8208955223880596
262,8,4.029850746268656
262,9,1.9402985074626866
263,0,4.358208955223881
263,1,4.731343283582089
263,2,1.492537313432836
263,3,2.701492537313433
263,4,2.7313432835820897
263,5,1.7611940298507462
263,6,3.5970149253731343
263,7,1.7238805970149254
263,8,2.417910447761194
263,9,3.1791044776119404
264,0,2.6417910447761193
264,1,2.388059701492537
264,2,3.253731343283582
264,3,1.5522388059701493
264,4,3.4328358208955225
264,5,2.5
264,6,2.1194029850746268
264,7,2.2238805970149254
264,8,2.5522388059701493
264,9,1.7761194029850746
265,0,0.6865671641791045
265,1,1.626865671641791
265,2,3.283582089552239
265,3,1.3955223880597014
265,4,1.2686567164179106
265,5,0.7164179104477612
265,6,2.014925373134328
265,7,0.7313432835820896
265,8,1.328358208955224
265,9,7.402985074626866
266,0,2.388059701492537
266,1,3.7761194029850746
266,2,5.134328358208955
266,3,6.134328358208955
266,4,2.746268656716418
266,5,1.2238805970149254
266,6,1.8656716417910448
266,7,1.373134328358209
266,8,1.4029850746268657
266,9,1.6119402985074627
267,0,4.044776119402985
267,1,1.9701492537313432
267,2,6.91044776119403
267,3,2.171641791044776
267,4,3.1641791044776117
267,5,2.1492537313432836
267,6,1.7014925373134329
267,7,1.2835820895522387
267,8,2.074626865671642
267,9,2.1865671641791047
268,0,1.5671641791044777
268,1,3.08955223880597
268,2,3.6194029850746268
268,3,2.1641791044776117
268,4,3.537313432835821
268,5,2.5970149253731343
268,6,2.582089552238806
268,7,3.328358208955224
268,8,2.462686567164179
268,9,2.5522388059701493
269,0,9.597014925373134
269,1,3.3582089552238807
269,2,1.7611940298507462
269,3,2.1641791044776117
269,4,2.8805970149253732
269,5,1.6567164179104477
269,6,1.7462686567164178
269,7,1.8059701492537314
269,8,2.2611940298507465
269,9,1.671641791044776
270,0,2.1641791044776117
270,1,9.776119402985074
270,2,2.626865671641791
270,3,1.7014925373134329
270,4,2.7313432835820897
270,5,2.4029850746268657
270,6,4.582089552238806
270,7,2.1044776119402986
270,8,1.5970149253731343
270,9,1.9402985074626866
271,0,7.223880597014926
271,1,5.223880597014926
271,2,3.8955223880597014
271,3,3.1940298507462686
271,4,4.291044776119403
271,5,2.044776119402985
271,6,2.611940298507463
271,7,1.8805970149253732
271,8,3.0597014925373136
271,9,4.223880597014926
272,0,2.6044776119402986
272,1,3.8059701492537314
272,2,1.6417910447761195
272,3,1.2985074626865671
272,4,1.373134328358209
272,5,1.1791044776119404
272,6,4.940298507462686
272,7,2.253731343283582
272,8,4.507462686567164
272,9,1.0597014925373134
273,0,4.865671641791045
273,1,2.671641791044776
273,2,1.3582089552238805
273,3,2.3134328358208953
273,4,2.1641791044776117
273,5,1.955223880597015
273,6,2.08955223880597
273,7,2.925373134328358
273,8,3.6194029850746268
273,9,1.791044776119403
274,0,1.507462686567164
274,1,5.82089552238806
274,2,1.537313432835821
274,3,2.1641791044776117
274,4,2.514925373134328
274,5,0.8507462686567164
274,6,3.1194029850746268
274,7,2.5223880597014925
274,8,1.626865671641791
274,9,2.8955223880597014
275,0,2.1492537313432836
275,1,2.3134328358208953
275,2,1.8955223880597014
275,3,1.4328358208955223
275,4,1.5149253731343284
275,5,6.492537313432836
275,6,2.343283582089552
275,7,2.5522388059701493
275,8,1.044776119402985
275,9,1.7462686567164178
